1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877585.871790 cmd_parse_build_commands 0:4 0:2 0:1: --
1782877585.871809 cmd_parse_build_commands 0:4 0:2 0:2: %%
1782877585.871833 cmd_parse_build_commands 0:0: command-prompt
1782877585.871854 cmd_parse_build_commands 0:1: -I#S
1782877585.871876 cmd_parse_build_commands 0:2 0:0: rename-session
1782877585.871896 cmd_parse_build_commands 0:2 0:1: --
1782877585.871916 cmd_parse_build_commands 0:2 0:2: %%
1782877585.871941 cmd_parse_build_commands 0:0: rename-session
1782877585.871960 cmd_parse_build_commands 0:1: --
1782877585.871998 cmd_parse_build_commands 0:2: %%
1782877585.872030 args_parse_flags: next --
1782877585.872052 args_parse: flags end at 2 of 3
1782877585.872072 args_parse: 2 = %% (type STRING)
1782877585.872110 cmd_parse_build_commands: rename-session "%%"
1782877585.872131 args_parse_flags: next -I#S
1782877585.872154 args_parse_flag_argument: -I = #S
1782877585.872198 args_parse: flags end at 2 of 3
1782877585.872227 args_parse: 2 = rename-session "%%" (type COMMANDS)
1782877585.872264 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1782877585.872287 args_parse_flags: next -N
1782877585.872310 args_parse_flag_argument: -N = Rename current session
1782877585.872330 args_parse_flags: next $
1782877585.872351 args_parse: flags end at 3 of 5
1782877585.872371 args_parse: 3 = $ (type STRING)
1782877585.872406 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1782877585.872452 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1782877585.872497 cmdq_get_command: [bind-key/0x55c04b33c1b0] group 62
1782877585.872531 cmdq_append <global>: [bind-key/0x55c04b33c1b0]
1782877585.872554 yylex_token: end at WS
1782877585.872577 yylex_token: bind
1782877585.872597 yylex_token: end at WS
1782877585.872617 yylex_token: -N
1782877585.872641 yylex_token: end at WS
1782877585.872664 yylex_token: Split window horizontally
1782877585.872684 yylex_get_word: %
1782877585.872708 yylex_token: end at WS
1782877585.872728 yylex_token: split-window
1782877585.872748 yylex_token: end at WS
1782877585.872766 yylex_token: -h
1782877585.872794 cmd_parse_build_commands 0:0: bind
1782877585.872816 cmd_parse_build_commands 0:1: -N
1782877585.872839 cmd_parse_build_commands 0:2: Split window horizontally
1782877585.872859 cmd_parse_build_commands 0:3: %
1782877585.872881 cmd_parse_build_commands 0:4 0:0: split-window
1782877585.872902 cmd_parse_build_commands 0:4 0:1: -h
1782877585.872926 cmd_parse_build_commands 0:0: split-window
1782877585.872949 cmd_parse_build_commands 0:1: -h
1782877585.872994 args_parse_flags: next -h
1782877585.873018 args_parse_flags: -h
1782877585.873042 args_parse: flags end at 2 of 2
1782877585.873071 cmd_parse_build_commands: split-window -h
1782877585.873093 args_parse_flags: next -N
1782877585.873114 args_parse_flag_argument: -N = Split window horizontally
1782877585.873135 args_parse_flags: next %
1782877585.873154 args_parse: flags end at 3 of 5
1782877585.873176 args_parse: 3 = % (type STRING)
1782877585.873202 args_parse: 4 = split-window -h (type COMMANDS)
1782877585.873241 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1782877585.873269 cmdq_get_command: [bind-key/0x55c04b33c710] group 74
1782877585.873293 cmdq_append <global>: [bind-key/0x55c04b33c710]
1782877585.873314 yylex_token: end at WS
1782877585.873336 yylex_token: bind
1782877585.873356 yylex_token: end at WS
1782877585.873378 yylex_token: -N
1782877585.873402 yylex_token: end at WS
1782877585.873425 yylex_token: Kill current window
1782877585.873444 yylex_token: end at WS
1782877585.873467 yylex_token: &
1782877585.873489 yylex_token: end at WS
1782877585.873512 yylex_token: confirm-before
1782877585.873535 yylex_token: end at WS
1782877585.873557 yylex_token: -pkill-window #W? (y/n)
1782877585.873580 yylex_token: end at WS
1782877585.873599 yylex_token: kill-window
1782877585.873626 cmd_parse_build_commands 0:0: bind
1782877585.873646 cmd_parse_build_commands 0:1: -N
1782877585.873668 cmd_parse_build_commands 0:2: Kill current window
1782877585.873689 cmd_parse_build_commands 0:3: &
1782877585.873711 cmd_parse_build_commands 0:4 0:0: confirm-before
1782877585.873732 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1782877585.873754 cmd_parse_build_commands 0:4 0:2: kill-window
1782877585.873779 cmd_parse_build_commands 0:0: confirm-before
1782877585.873800 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1782877585.873821 cmd_parse_build_commands 0:2: kill-window
1782877585.873845 args_parse_flags: next -pkill-window #W? (y/n)
1782877585.873866 args_parse_flag_argument: -p = kill-window #W? (y/n)
1782877585.873885 args_parse_flags: next kill-window
1782877585.873904 args_parse: flags end at 2 of 3
1782877585.873925 args_parse: 2 = kill-window (type STRING)
1782877585.873984 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1782877585.874008 args_parse_flags: next -N
1782877585.874031 args_parse_flag_argument: -N = Kill current window
1782877585.874050 args_parse_flags: next &
1782877585.874068 args_parse: flags end at 3 of 5
1782877585.874088 args_parse: 3 = & (type STRING)
1782877585.874121 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1782877585.874163 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1782877585.874191 cmdq_get_command: [bind-key/0x55c04b33ccc0] group 82
1782877585.874211 cmdq_append <global>: [bind-key/0x55c04b33ccc0]
1782877585.874231 yylex_token: end at WS
1782877585.874265 yylex_token: bind
1782877585.874299 yylex_token: end at WS
1782877585.874318 yylex_token: -N
1782877585.874344 yylex_token: end at WS
1782877585.874364 yylex_token: Prompt for window index to select
1782877585.874384 yylex_token: end at WS
1782877585.874401 yylex_token: '
1782877585.874423 yylex_token: end at WS
1782877585.874441 yylex_token: command-prompt
1782877585.874460 yylex_token: end at WS
1782877585.874480 yylex_token: -T
1782877585.874502 yylex_token: end at WS
1782877585.874520 yylex_token: window-target
1782877585.874540 yylex_token: end at WS
1782877585.874558 yylex_token: -pindex
1782877585.874580 yylex_token: end at WS
1782877585.874602 yylex_token: select-window
1782877585.874621 yylex_token: end at WS
1782877585.874640 yylex_token: -t
1782877585.874659 yylex_token: end at WS
1782877585.874679 yylex_token: :%%
1782877585.874703 cmd_parse_build_commands 0:0: bind
1782877585.874723 cmd_parse_build_commands 0:1: -N
1782877585.874748 cmd_parse_build_commands 0:2: Prompt for window index to select
1782877585.874770 cmd_parse_build_commands 0:3: '
1782877585.874810 cmd_parse_build_commands 0:4 0:0: command-prompt
1782877585.874835 cmd_parse_build_commands 0:4 0:1: -T
1782877585.874864 cmd_parse_build_commands 0:4 0:2: window-target
1782877585.874903 cmd_parse_build_commands 0:4 0:3: -pindex
1782877585.874934 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1782877585.874957 cmd_parse_build_commands 0:4 0:4 0:1: -t
1782877585.874998 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1782877585.875025 cmd_parse_build_commands 0:0: command-prompt
1782877585.875051 cmd_parse_build_commands 0:1: -T
1782877585.875073 cmd_parse_build_commands 0:2: window-target
1782877585.875092 cmd_parse_build_commands 0:3: -pindex
1782877585.875118 cmd_parse_build_commands 0:4 0:0: select-window
1782877585.875138 cmd_parse_build_commands 0:4 0:1: -t
1782877585.875162 cmd_parse_build_commands 0:4 0:2: :%%
1782877585.875186 cmd_parse_build_commands 0:0: select-window
1782877585.875207 cmd_parse_build_commands 0:1: -t
1782877585.875227 cmd_parse_build_commands 0:2: :%%
1782877585.875261 args_parse_flags: next -t
1782877585.875283 args_parse_flag_argument: -t = :%%
1782877585.875306 args_parse: flags end at 3 of 3
1782877585.875338 cmd_parse_build_commands: select-window -t ":%%"
1782877585.875361 args_parse_flags: next -T
1782877585.875382 args_parse_flag_argument: -T = window-target
1782877585.875403 args_parse_flags: next -pindex
1782877585.875426 args_parse_flag_argument: -p = index
1782877585.875446 args_parse: flags end at 4 of 5
1782877585.875476 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1782877585.875519 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1782877585.875541 args_parse_flags: next -N
1782877585.875562 args_parse_flag_argument: -N = Prompt for window index to select
1782877585.875582 args_parse_flags: next '
1782877585.875601 args_parse: flags end at 3 of 5
1782877585.875622 args_parse: 3 = ' (type STRING)
1782877585.875660 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1782877585.875713 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1782877585.875744 cmdq_get_command: [bind-key/0x55c04b33db40] group 90
1782877585.875764 cmdq_append <global>: [bind-key/0x55c04b33db40]
1782877585.875790 yylex_token: end at WS
1782877585.875809 yylex_token: bind
1782877585.875828 yylex_token: end at WS
1782877585.875854 yylex_token: -N
1782877585.875876 yylex_token: end at WS
1782877585.875896 yylex_token: New floating pane
1782877585.875915 yylex_token: end at WS
1782877585.875933 yylex_token: *
1782877585.875954 yylex_token: end at WS
1782877585.875990 yylex_token: new-pane
1782877585.876018 cmd_parse_build_commands 0:0: bind
1782877585.876038 cmd_parse_build_commands 0:1: -N
1782877585.876058 cmd_parse_build_commands 0:2: New floating pane
1782877585.876077 cmd_parse_build_commands 0:3: *
1782877585.876098 cmd_parse_build_commands 0:4 0:0: new-pane
1782877585.876140 cmd_parse_build_commands 0:0: new-pane
1782877585.876182 args_parse: flags end at 1 of 1
1782877585.876207 cmd_parse_build_commands: new-pane
1782877585.876227 args_parse_flags: next -N
1782877585.876255 args_parse_flag_argument: -N = New floating pane
1782877585.876278 args_parse_flags: next *
1782877585.876302 args_parse: flags end at 3 of 5
1782877585.876322 args_parse: 3 = * (type STRING)
1782877585.876343 args_parse: 4 = new-pane (type COMMANDS)
1782877585.876390 cmd_parse_build_commands: bind-key -N "New floating pane" * { new-pane }
1782877585.876410 cmdq_get_command: [bind-key/0x55c04b33d8e0] group 102
1782877585.876426 cmdq_append <global>: [bind-key/0x55c04b33d8e0]
1782877585.876441 yylex_token: end at WS
1782877585.876454 yylex_token: bind
1782877585.876468 yylex_token: end at WS
1782877585.876481 yylex_token: -N
1782877585.876499 yylex_token: end at WS
1782877585.876512 yylex_token: Switch to previous client
1782877585.876527 yylex_token: end at WS
1782877585.876540 yylex_token: (
1782877585.876555 yylex_token: end at WS
1782877585.876569 yylex_token: switch-client
1782877585.876582 yylex_token: end at WS
1782877585.876596 yylex_token: -p
1782877585.876613 cmd_parse_build_commands 0:0: bind
1782877585.876629 cmd_parse_build_commands 0:1: -N
1782877585.876643 cmd_parse_build_commands 0:2: Switch to previous client
1782877585.876658 cmd_parse_build_commands 0:3: (
1782877585.876673 cmd_parse_build_commands 0:4 0:0: switch-client
1782877585.876687 cmd_parse_build_commands 0:4 0:1: -p
1782877585.876703 cmd_parse_build_commands 0:0: switch-client
1782877585.876718 cmd_parse_build_commands 0:1: -p
1782877585.876738 args_parse_flags: next -p
1782877585.876752 args_parse_flags: -p
1782877585.876767 args_parse: flags end at 2 of 2
1782877585.876801 cmd_parse_build_commands: switch-client -p
1782877585.876817 args_parse_flags: next -N
1782877585.876832 args_parse_flag_argument: -N = Switch to previous client
1782877585.876845 args_parse_flags: next (
1782877585.876858 args_parse: flags end at 3 of 5
1782877585.876881 args_parse: 3 = ( (type STRING)
1782877585.876898 args_parse: 4 = switch-client -p (type COMMANDS)
1782877585.876924 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1782877585.876941 cmdq_get_command: [bind-key/0x55c04b33e0f0] group 110
1782877585.876955 cmdq_append <global>: [bind-key/0x55c04b33e0f0]
1782877585.876982 yylex_token: end at WS
1782877585.876997 yylex_token: bind
1782877585.877010 yylex_token: end at WS
1782877585.877023 yylex_token: -N
1782877585.877040 yylex_token: end at WS
1782877585.877055 yylex_token: Switch to next client
1782877585.877069 yylex_token: end at WS
1782877585.877082 yylex_token: )
1782877585.877098 yylex_token: end at WS
1782877585.877110 yylex_token: switch-client
1782877585.877124 yylex_token: end at WS
1782877585.877137 yylex_token: -n
1782877585.877153 cmd_parse_build_commands 0:0: bind
1782877585.877175 cmd_parse_build_commands 0:1: -N
1782877585.877190 cmd_parse_build_commands 0:2: Switch to next client
1782877585.877203 cmd_parse_build_commands 0:3: )
1782877585.877218 cmd_parse_build_commands 0:4 0:0: switch-client
1782877585.877234 cmd_parse_build_commands 0:4 0:1: -n
1782877585.877251 cmd_parse_build_commands 0:0: switch-client
1782877585.877266 cmd_parse_build_commands 0:1: -n
1782877585.877286 args_parse_flags: next -n
1782877585.877301 args_parse_flags: -n
1782877585.877317 args_parse: flags end at 2 of 2
1782877585.877333 cmd_parse_build_commands: switch-client -n
1782877585.877348 args_parse_flags: next -N
1782877585.877362 args_parse_flag_argument: -N = Switch to next client
1782877585.877376 args_parse_flags: next )
1782877585.877390 args_parse: flags end at 3 of 5
1782877585.877403 args_parse: 3 = ) (type STRING)
1782877585.877423 args_parse: 4 = switch-client -n (type COMMANDS)
1782877585.877448 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1782877585.877466 cmdq_get_command: [bind-key/0x55c04b33e640] group 118
1782877585.877492 cmdq_append <global>: [bind-key/0x55c04b33e640]
1782877585.877516 yylex_token: end at WS
1782877585.877529 yylex_token: bind
1782877585.877545 yylex_token: end at WS
1782877585.877559 yylex_token: -N
1782877585.877577 yylex_token: end at WS
1782877585.877592 yylex_token: Rename current window
1782877585.877606 yylex_token: end at WS
1782877585.877618 yylex_token: ,
1782877585.877633 yylex_token: end at WS
1782877585.877648 yylex_token: command-prompt
1782877585.877662 yylex_token: end at WS
1782877585.877675 yylex_token: -I#W
1782877585.877690 yylex_token: end at WS
1782877585.877705 yylex_token: rename-window
1782877585.877718 yylex_token: end at WS
1782877585.877731 yylex_token: --
1782877585.877744 yylex_token: end at WS
1782877585.877760 yylex_token: %%
1782877585.877776 cmd_parse_build_commands 0:0: bind
1782877585.877791 cmd_parse_build_commands 0:1: -N
1782877585.877805 cmd_parse_build_commands 0:2: Rename current window
1782877585.877823 cmd_parse_build_commands 0:3: ,
1782877585.877838 cmd_parse_build_commands 0:4 0:0: command-prompt
1782877585.877853 cmd_parse_build_commands 0:4 0:1: -I#W
1782877585.877869 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1782877585.877883 cmd_parse_build_commands 0:4 0:2 0:1: --
1782877585.877897 cmd_parse_build_commands 0:4 0:2 0:2: %%
1782877585.877914 cmd_parse_build_commands 0:0: command-prompt
1782877585.877929 cmd_parse_build_commands 0:1: -I#W
1782877585.877948 cmd_parse_build_commands 0:2 0:0: rename-window
1782877585.877962 cmd_parse_build_commands 0:2 0:1: --
1782877585.877987 cmd_parse_build_commands 0:2 0:2: %%
1782877585.878005 cmd_parse_build_commands 0:0: rename-window
1782877585.878020 cmd_parse_build_commands 0:1: --
1782877585.878034 cmd_parse_build_commands 0:2: %%
1782877585.878053 args_parse_flags: next --
1782877585.878069 args_parse: flags end at 2 of 3
1782877585.878083 args_parse: 2 = %% (type STRING)
1782877585.878104 cmd_parse_build_commands: rename-window "%%"
1782877585.878121 args_parse_flags: next -I#W
1782877585.878137 args_parse_flag_argument: -I = #W
1782877585.878152 args_parse: flags end at 2 of 3
1782877585.878170 args_parse: 2 = rename-window "%%" (type COMMANDS)
1782877585.878194 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1782877585.878212 args_parse_flags: next -N
1782877585.878227 args_parse_flag_argument: -N = Rename current window
1782877585.878244 args_parse_flags: next ,
1782877585.878258 args_parse: flags end at 3 of 5
1782877585.878272 args_parse: 3 = , (type STRING)
1782877585.878296 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1782877585.878330 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1782877585.878351 cmdq_get_command: [bind-key/0x55c04b33cf30] group 126
1782877585.878365 cmdq_append <global>: [bind-key/0x55c04b33cf30]
1782877585.878382 yylex_token: end at WS
1782877585.878396 yylex_token: bind
1782877585.878410 yylex_token: end at WS
1782877585.878428 yylex_token: -N
1782877585.878446 yylex_token: end at WS
1782877585.878461 yylex_token: Delete the most recent paste buffer
1782877585.878475 yylex_token: end at WS
1782877585.878489 yylex_token: -
1782877585.878504 yylex_token: end at WS
1782877585.878520 yylex_token: delete-buffer
1782877585.878535 cmd_parse_build_commands 0:0: bind
1782877585.878550 cmd_parse_build_commands 0:1: -N
1782877585.878565 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1782877585.878582 cmd_parse_build_commands 0:3: -
1782877585.878596 cmd_parse_build_commands 0:4 0:0: delete-buffer
1782877585.878634 cmd_parse_build_commands 0:0: delete-buffer
1782877585.878652 args_parse: flags end at 1 of 1
1782877585.878667 cmd_parse_build_commands: delete-buffer
1782877585.878684 args_parse_flags: next -N
1782877585.878700 args_parse_flag_argument: -N = Delete the most recent paste buffer
1782877585.878715 args_parse_flags: next -
1782877585.878729 args_parse: flags end at 3 of 5
1782877585.878743 args_parse: 3 = - (type STRING)
1782877585.878761 args_parse: 4 = delete-buffer (type COMMANDS)
1782877585.878798 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1782877585.878825 cmdq_get_command: [bind-key/0x55c04b33f0f0] group 138
